"業種(飲食業）","業種（宿泊業）","施設名称","施設名称カナ","施設郵便番号","施設住所","施設住所(方書)","認証日","施設住所市町村"
"〇","","カラオケプラザ童夢鶴岡店","カラオケプラザドウムツルオカテン","9970015","鶴岡市末広町6-44","","2021/07/15","鶴岡市"
"〇","","カラオケマイム酒田駅前店","カラオケマイムサカタエキマエテン","9980023","酒田市幸町2-1-45","","2021/10/12","酒田市"
"〇","","カラオケマイム酒田バイパス店","カラオケマイムサカタバイパステン","9980859","酒田市大町19-5","","2021/10/12","酒田市"
"〇","","カラオケマイム鶴岡駅前店","カラオケマイムツルオカエキマエテン","9970015","鶴岡市末広町11-18","","2021/10/12","鶴岡市"
"〇","","カラオケレストラン　グー山形桧町店","カラオケレストラン　グーヤマガタヒノキチョウテン","9900813","山形市桧町4-1-28","","2021/08/19","山形市"
"〇","","カラオケレストラン　グー山形南館店","カラオケレストラン　グーヤマガタミナミダテテン","9902461","山形市南館3-2-22","","2021/08/25","山形市"
"〇","","カラオケレストラン　グー米沢店","カラオケレストラン　グーヨネザワテン","9920012","米沢市金池5-6-122","","2021/09/15","米沢市"
"〇","","カラパラ　赤湯店","カラパラ　アカユテン","9992211","南陽市赤湯3110-1","","2021/07/16","南陽市"
"〇","","カラパラ　長井店","カラパラ　ナガイテン","9930007","長井市本町1-7-2","","2021/07/13","長井市"
"〇","","カラパラ　南陽宮内店","カラパラ　ナンヨウミヤウチテン","9920472","南陽市宮内785-12","","2021/07/16","南陽市"
"〇","","カラパラ　米沢金池店","カラパラ　ヨネザワカナイケテン","9920012","米沢市金池8-3-2","","2021/07/14","米沢市"
"〇","","カラパラ　米沢中央店","カラパラ　ヨネザワチュウオウテン","9920039","米沢市門東町3-2-59","","2021/08/04","米沢市"
"〇","","華龍","カリュウ","9990121","川西町上小松1068-7","","2021/07/15","川西町"
"〇","","花凛","カリン","9900057","山形市宮町3-5-22","","2021/10/25","山形市"
"〇","","カルミア","カルミア","9900042","山形市七日町3-3-43","王城ビル4F","2021/06/10","山形市"
"〇","","カレーハウスCoCo壱番屋鶴岡道形店","カレーハウスココイチバンヤツルオカドウガタテン","9970013","鶴岡市道形町12-11","","2021/06/04","鶴岡市"
"〇","","カレーハウスCOCO壱番屋米沢金池店","カレーハウスココイチバンヤヨネザワカナイケテン","9920012","米沢市金池5-13-3","","2021/07/30","米沢市"
"〇","","カレーや　ぽん太","カレーヤ　ポンタ","9992261","南陽市蒲生田654-7","","2021/10/21","南陽市"
"〇","","カレー・らーめん　アッキー","カレー・ラーメン　アッキー","9900039","山形市香澄町1-16-34","東交通センター２F","2021/08/03","山形市"
"","〇","川西町浴浴センターまどか","カワニシマチヨクヨクセンターマドカ","9990121","川西町大字上小松5095-36","","2021/09/14","川西町"
"〇","","川の駅　最上峡　くさなぎ","カワノエキ　モガミキョウ　クサナギ","9996401","戸沢村大字古口字土湯1525-2","","2021/09/02","戸沢村"
"〇","","川の駅　ヤナ茶屋もがみ","カワノエキ　ヤナチャヤモガミ","9996212","最上町大字志茂字柳ノ原1469-7","","2021/06/23","最上町"
"〇","","川のみなとのレストラン　ラ・ベール","カワノミナトノレストラン　ラ・ベール","9930003","長井市東町2-50","道の駅川のみなと長井内","2021/09/27","長井市"
"〇","","川村食堂","カワムラショクドウ","9997781","庄内町余目字町21","","2021/10/22","庄内町"
"","〇","簡易宿泊施設　おらだずの宿　りんどう","カンイシュクハクシセツ　オラダズノヤド　リンドウ","9996211","最上町大字大堀679","","2021/06/30","最上町"
"〇","","韓国スナック花","カンコクスナックハナ","9900039","山形市香澄町1-9-1","珍味ビル2F","2021/06/25","山形市"
"〇","","韓国パブ　ヴィクトリー","カンコクパブ　ヴィクトリー","9900039","山形市香澄町1-9-11 ","本田ビル地下1F","2021/09/14","山形市"
"〇","","韓国料理　清香苑","カンコクリョウリ　セイコウエン","9920023","米沢市下花沢3-7-9","","2021/10/25","米沢市"
"〇","","韓国料理　味里来","カンコクリョウリ　ミリネ","9920057","米沢市成島町1-4-79","","2021/08/18","米沢市"
"〇","","函太郎　酒田店","カンタロウ　サカタテン","9980864","酒田市新橋5-3-1","","2021/09/14","酒田市"
"〇","","韓丼山形あかねヶ丘店","カンドンヤマガタアカネガオカテン","9902481","山形市あかねヶ丘2-16-27","","2021/08/24","山形市"
"〇","","カンナム韓国BAR","カンナムカンコクバー","9900044","酒田市中町2-3-25","Zビル1F","2021/10/01","酒田市"
"〇","","CALM","カーム","9900038","山形市幸町5-2","","2021/07/29","山形市"
"〇","","株式会社新茶屋","カ）　シンチャヤ","9970034","鶴岡市本町3-11-39","","2021/09/21","鶴岡市"
"〇","","街路樹","ガイロジュ","9960027","新庄市本町5-9","","2021/07/30","新庄市"
"〇","","ガスト酒田北店","ガストサカタキタテン","9980006","酒田市ゆたか3-2-1","","2021/08/23","酒田市"
"〇","","ガスト酒田店","ガストサカタテン","9980853","酒田市みずほ2-20-1","","2021/08/23","酒田市"
"〇","","ガスト新庄店","ガストシンジョウテン","9960002","新庄市金沢字中関谷703-1","","2021/08/16","新庄市"
"〇","","ガスライト（山形七日町ワシントンホテル）","ガスライトヤマガタナノカマチワシントンホテル","9900042","山形市七日町1-4-31","","2021/05/08","山形市"
"","〇","月山志津温泉　清水屋旅館","ガッサンシヅオンセン　シミズヤリョカン","9900734","西川町志津20","","2021/07/26","西川町"
"","〇","月山荘","ガッサンソウ","9970032","鶴岡市上畑町10-77","","2021/09/10","鶴岡市"
"","〇","月山夏スキーと登山の宿ロッヂやつなみ","ガッサンナツスキートトザンノヤドロッヂヤツナミ","9900733","西川町月山沢月山国有林115-2","","2021/06/08","西川町"
"","〇","月山の宿かしわや","ガッサンノヤドカシワヤ","9900734","西川町志津4","","2021/07/06","西川町"
"〇","","月山ペアリフト（ラビッツハウス）","ガッサンペアリフト（ラビッツハウス）","9900733","西川町大字月山沢字月山外18","国有林班ホヘ小班","2021/09/10","西川町"
"","〇","月山ポレポレファーム","ガッサンポレポレファーム","9900733","西川町月山沢347","","2021/07/12","西川町"
"","〇","月山リゾートイン","ガッサンリゾートイン","9900704","西川町志津姥沢","","2021/07/16","西川町"
"〇","","我楽多再現FACTORY駅前交民館","ガラクタサイゲンファクトリーエキマエコウミンカン","9900039","山形市香澄町1-7-13","","2021/09/03","山形市"
"〇","","我楽多レディースキッチン","ガラクタレディースキッチン","9900039","山形市香澄町1-7-8","山口ビル1F","2021/08/23","山形市"
"〇","","ガーデンカフェ","ガーデンカフェ","9997601","鶴岡市藤島字笹花109","","2021/06/08","鶴岡市"
"〇","","ガーデンパレスみずほ","ガーデンパレスミズホ","9980853","酒田市みずほ2-17-8","","2021/05/31","酒田市"
"〇","","ガールズバー　ラプト","ガールズバー　ラプト","9970015","鶴岡市末広町15-3","","2021/10/25","鶴岡市"
"〇","","きがるに大衆酒場","キガルニタイシュウサカバ","9900039","山形市香澄町2-1-1","","2021/05/28","山形市"
"〇","","㐂くよし亭","キクヨシテイ","9991361","小国町大字栄町108-2","","2021/06/17","小国町"
"","〇","喜至楼","キシロウ","9996211","最上町大字大堀988","","2021/06/22","最上町"
"〇","","季節の味　こぶし","キセツノアジ　コブシ","9900032","山形市小姓町9-2","光小路ビル1F","2021/07/06","山形市"
"〇","","季節料理　居酒屋　伝七","キセツリョウリ　イザカヤデンシチ","9900038","山形市幸町5-1","ゴーイチビル地下1F","2021/08/05","山形市"
"〇","","季節料理　酔蓮","キセツリョウリ　スイレン","9970027","鶴岡市昭和町3-3","","2021/08/24","鶴岡市"
"〇","","季節料理　みさこ","キセツリョウリ　ミサコ","9910041","寒河江市大字鷹ノ巣15","","2021/08/11","寒河江市"
"〇","","生そば　さらしな","キソバ　サラシナ","9960071","新庄市小田島町4-7","","2021/10/11","新庄市"
"〇","","喜多方ラーメン大安食堂　鶴岡店","キタカタラーメンタイアンショクドウ　ツルオカテン","9500945","鶴岡市城北町26-15","","2021/05/21","鶴岡市"
"〇","","北野水産山形駅前店","キタノスイサンヤマガタエキマエテン","9900039","山形市香澄町1-8-8","山形第1ビル2F","2021/08/06","山形市"
"〇","","北の宿","キタノヤド","9900047","山形市旅篭町1-1-1","","2021/06/04","山形市"
"〇","","喜茶","キチャ","9900831","山形市西田3-14-14","","2021/08/18","山形市"
"〇","","喫茶　白十字","キッサ　ハクジュウジ","9900042","山形市七日町2-7-15","中村ビル1F","2021/07/06","山形市"
"〇","","喫茶　光カフェ","キッサ　ヒカリカフェ","9980062","酒田市北新町1-2-2","","2021/07/16","酒田市"
"〇","","喫茶トトロ","キッサトトロ","9994116","大石田町駅前通り8-7","","2021/07/15","大石田町"
"〇","","喫茶ポポ","キッサポポ","9970019","鶴岡市西茅原126-8","","2021/06/15","鶴岡市"
"〇","","喫茶モンマルトル","キッサモンマルトル","9980055","酒田市飯森山3-17-95","酒田市美術館内","2021/06/22","酒田市"
"〇","","喫酒モモ","キッシュモモ","9970027","鶴岡市昭和町7-54","","2021/09/21","鶴岡市"
"〇","","キッチン&バー　カリスマ","キッチンアンドバー　カリスマ","9990121","川西町大字上小松1578","","2021/06/28","川西町"
"〇","","キッチン バン","キッチンバン","9920039","米沢市門東町1-4-32","","2021/07/30","米沢市"
"〇","","キッチン豆の木","キッチンマメノキ","9900039","山形市香澄町1-8-8","","2021/05/27","山形市"
"〇","","キッチンラーメン　濱","キッチンラーメン　ハマ","9902161","山形市漆山1318-2","","2021/09/29","山形市"
"〇","","Kitchen leaf","キッチンリーフ","9900047","山形市旅篭町2-1-40","2F","2021/05/12","山形市"
"〇","","絹出屋","キヌデヤ","9940031","天童市天童中2-2-2","","2021/09/08","天童市"
"〇","","紀の代寿司本店","キノダイスシホンテン","9993511","河北町谷地甲33","","2021/07/26","河北町"
"〇","","希望が丘まつかぜ荘","キボウガオカマツカゼソウ","9990121","川西町大字下小松2021-26","山形県総合コロニー希望が丘内","2021/09/16","川西町"
"〇","","喜美乃家","キミノヤ","9930007","長井市本町2-9-12","","2021/08/31","長井市"
"","〇","木村屋旅館","キムラヤリョカン","9960301","大蔵村南山532","","2021/06/28","大蔵村"
"〇","","CAT・HAND","キャット・ハンド","9920302","高畠町大字安久津1916-1","","2021/10/18","高畠町"
"","〇","休暇村　庄内羽黒","キュウカムラ　ショウナイハグロ","9970211","鶴岡市羽黒町手向字羽黒山8","","2021/07/28","鶴岡市"
"〇","","京都鉄板焼　よしちゃん","キョウトテッパンヤキ　ヨシチャン","9900042","山形市七日町2-1-15","1F","2021/09/24","山形市"
"〇","","清川歴史公園　清川関所　食事処　御殿茶屋","キヨカワレキシコウエン　キヨカワセキショ　ショクジドコロ　ゴテンチャヤ","9996606","庄内町清川字花崎1-1","","2021/06/03","庄内町"
"〇","","清清亭","キヨキヨテイ","9960025","新庄市若葉町9-21","","2021/06/10","新庄市"
"〇","","きよすみ食堂","キヨスミショクドウ","9900835","山形市やよい2-7-1","","2021/10/11","山形市"
"〇","","清寿司","キヨズシ","9900039","山形市香澄町1-4-3","開沼ビル1F","2021/09/17","山形市"
"〇","","喜楽","キラク","9990121","川西町大字上小松1582","","2021/07/15","川西町"
"〇","","喜らく寿し","キラクズシ","9902301","山形市蔵王温泉954-7","","2021/07/05","山形市"
"","〇","木林森カフェ・B&B","キリンモリカフェ　ビーアンドビー","9920832","白鷹町大字荒砥乙557-5","","2021/06/16","白鷹町"
"〇","","KING KONG","キングコング","9900039","山形市香澄町1-5-10","船山ビル2F","2021/07/27","山形市"
"〇","","金山亭","キンザンテイ","9995402","金山町大字金山397","","2021/06/07","金山町"
"〇","","金ちゃんラーメン小国店","キンチャンラーメンオグニテン","9991353","小国町大字兵庫舘2-6-5","","2021/05/27","小国町"
"〇","","金ちゃんラーメン川西店","キンチャンラーメンカワニシテン","9990142","川西町大字堀金2437","","2021/08/31","川西町"
"〇","","金ちゃんラーメン白鷹町店","キンチャンラーメンシラタカマチテン","9920831","白鷹町荒砥甲680-1","","2021/07/29","白鷹町"
"〇","","金ちゃんラーメン高畠店","キンチャンラーメンタカハタテン","9992174","高畠町福沢1562-2","","2021/10/18","高畠町"
"〇","","金平","キンペイ","9902341","山形市大字柏倉3823","","2021/10/07","山形市"
"〇","","ギャラリーカフェ　ふういん","ギャラリーカフェ　フウイン","9996211","最上町大字大堀742","","2021/06/08","最上町"
"〇","","牛角　天童店","ギュウカク　テンドウテン","9940014","天童市糠塚1-12-8","","2021/09/21","天童市"
"〇","","牛角　山形桧町店","ギュウカク　ヤマガタヒノキマチテン","9900813","山形市桧町2-3-20","","2021/10/08","山形市"
"〇","","牛角山形桜田店","ギュウカクヤマガタサクラダテン","9902323","山形市桜田東1-1-1","","2021/05/18","山形市"
"〇","","牛角ヨネザワ金池店","ギュウカクヨネザワカナイケテン","9920012","米沢市金池7-8-13","","2021/07/05","米沢市"
"〇","","牛たん　友","ギュウタン　トモ","9900039","山形市香澄町1-11-14","唐津ビル2F","2021/07/06","山形市"
"〇","","牛鍋おおき","ギュウナベオオキ","9920027","米沢市駅前3-2-18","","2021/07/16","米沢市"
"〇","","餃子園","ギョウザエン","9995402","金山町大字金山475-1","","2021/07/20","金山町"
"〇","","餃子園　七日町店","ギョウザエン　ナノカマチテン","9995402","金山町大字金山字町浦437-7","","2021/07/20","金山町"
"〇","","餃子屋","ギョウザヤ","9900039","山形市香澄町3-6-3","寿司若ビル2F","2021/09/16","山形市"
"〇","","銀山観光センター大正ろまん館レストラン浪漫亭","ギンザンカンコウセンタータイショウロマンカンレストランロマンテイ","9994333","尾花沢市大字上柳渡戸字十分一364-3","","2021/09/13","尾花沢市"
"〇","","銀の海苔弁　山形北桧町店","ギンノノリベン　ヤマガタキタヒノキチョウテン","9900813","山形市桧町2-5-28","","2021/06/29","山形市"
"","〇","クアハウス碁点","クアハウスゴテン","9950209","村山市碁点1034-7","","2021/10/25","村山市"
"〇","","喰居来居や　和ん","クイコイヤ　ワン","9980036","酒田市船場町2-5-10","","2021/09/10","酒田市"
"〇","","喰いしん坊","クイシンボウ","9996101","最上町大字向町560-1","","2021/06/08","最上町"
"〇","","食い処　青柳","クイドコロ　アオアギ","9995402","金山町大字金山422","","2021/06/30","金山町"
"〇","","喰処　鶴水","クイドコロ　カクスイ","9970023","鶴岡市鳥居町14-32","","2021/09/09","鶴岡市"
"〇","","喰処　金澤屋","クイドコロ　カナザワヤ","9900042","山形市七日町3-4-16","","2021/10/20","山形市"
"〇","","喰処　佐ぶ郎","クイドコロ　サブロウ","9900042","山形市七日町3-3-21","","2021/07/02","山形市"
"〇","","喰い処　酒々","クイドコロ　シュシュ","9910031","寒河江市本町2-6-58","ヴィンテージビル2F","2021/07/21","寒河江市"
"〇","","喰い処　たかしお","クイドコロ　タカシオ","9960071","新庄市小田島町5-47","","2021/07/07","新庄市"
"〇","","食処　よしだ","クイドコロ　ヨシダ","9900851","山形市上椹沢67","","2021/05/31","山形市"
"〇","","喰処・飲処　田舎屋","クイドコロノミドコロ　イナカヤ","9910031","寒河江市本町2-1-40","","2021/07/16","寒河江市"
"〇","","喰処ぽけっと","クイドコロポケット","9997601","鶴岡市藤島笹花58-1","","2021/05/08","鶴岡市"
"〇","","くおん-久遠-","クオン","9900042","山形市七日町3-5-34","大久保ビル1階北側","2021/10/14","山形市"
"〇","","串揚げやかた　郷","クシアゲヤカタ　ミヤコ","9900039","山形市香澄町2-10-10","","2021/08/11","山形市"
"〇","","串カツ乙杯","クシカツイッパイ","9980044","酒田市中町2-6-1","","2021/05/13","酒田市"
"〇","","串かつ焼鳥　鳥華","クシカツヤキトリ　トリハナ","9980011","酒田市上安町1-3-12","","2021/09/27","酒田市"
"〇","","串蔵みつる","クシクラミツル","9900043","山形市本町1-4-30","","2021/06/30","山形市"
"〇","","串処BEN-ZAI-TEN．","クシドコロベンザイテン","9993763","東根市神町中央2-6-26","","2021/10/14","東根市"
"〇","","串の坊","クシノボウ","9993511","河北町谷地月山堂681-1","","2021/10/05","河北町"
"〇","","串焼処　鳥丸","クシヤキドコロ　トリマル","9996105","最上町大字富沢857-10","","2021/06/30","最上町"
"〇","","串焼き成ル","クシヤキナル","9920027","米沢市駅前2-2-8","","2021/05/25","米沢市"
"〇","","くつろぎ割烹　志幡","クツロギカッポウ　シバタ","9980838","酒田市山居町1-2-5","","2021/05/25","酒田市"
"","〇","九兵衛旅館","クヘエリョカン","9970752","鶴岡市湯田川乙19","","2021/05/08","鶴岡市"
"〇","","熊野大社　證誠殿","クマノタイシャ　ショウジョウデン","9920472","南陽市宮内3476-1","","2021/08/10","南陽市"
"〇","","雲ノ糸鶴岡本店","クモノイトツルオカホンテン","9980013","鶴岡市道形町12-8-1","","2021/08/26","鶴岡市"
"〇","","クラシックカフェ","クラシックカフェ","9900042","山形市七日町2-7-6","","2021/07/07","山形市"
"〇","","倉寿し","クラズシ","9992232","南陽市三間通128-7","","2021/08/19","南陽市"
"〇","","蔵膳屋（丸十大屋）","クラゼンヤ　マルジュウダイヤ","9900031","山形市十日町3-10-1","","2021/05/08","山形市"
"〇","","蔵のそば処　きよ","クラノソバドコロ　キヨ","9996701","酒田市砂越字上川原2","","2021/06/29","酒田市"
"〇","","CRAFT BEER BAR JAMPY","クラフト　ビア　バル　ジャンピー","9980044","酒田市中町2-1-11","","2021/07/16","酒田市"
"〇","","club avantgarde luxe ","クラブ　アヴァンギャルド　ラグゼ","9900039","山形市香澄町1-10-1","ホテルクラウンヒルズB1F","2021/07/09","山形市"
"〇","","CLUB CLOUD9","クラブ　クラウドナイン","9900039","山形市香澄町1-13-14","ブレス壱號館2F","2021/09/01","山形市"
"〇","","CLUB　Ｔ&S山形駅前店","クラブ　ティーアンドエス　ヤマガタエキマエテン","9900039","山形市香澄町1-10-1","朝日ビル2F","2021/07/08","山形市"
"〇","","クラブエアー","クラブエアー","9900039","山形市香澄町1-5-7","","2021/08/20","山形市"
"〇","","club Eden","クラブエデン","9900043","山形市本町2-3-20","","2021/06/04","山形市"
"〇","","クラブ食堂","クラブショクドウ","9996105","最上町大字冨澤2587-4","","2021/07/08","最上町"
"〇","","蔵舞たぬき","クラマイタヌキ","9900825","山形市城北町2-2-21","","2021/06/21","山形市"
"〇","","蔵屋敷LUNA","クラヤシキルナ","9970027","鶴岡市昭和町12-23","","2021/10/13","鶴岡市"
"〇","","くるまやラーメン山形13号店","クルマヤラーメンヤマガタジュウサンゴウテン","9902413","山形市南原町3-9-5","","2021/07/26","山形市"
"〇","","credo","クレド","9902332","山形市飯田5-21-11","","2021/10/19","山形市"
"〇","","くれない苑","クレナイエン","9950111","村山市大久保甲4","","2021/07/19","村山市"
"","〇","黒沢温泉　一陽館","クロサワオンセンイチヨウカン","9902311","山形市大字黒沢253-1","","2021/07/08","山形市"
"","〇","黒沢温泉喜三郎","クロサワオンセンキサブロウ","9902311","山形市大字黒沢319-1","","2021/06/01","山形市"
"〇","","くろ兵衛","クロベエ","9995312","真室川町大字新町129-24","","2021/06/10","真室川町"
"〇","","KUROBOSHI山形天童店","クロボシヤマガタテンドウテン","9940049","天童市南町2-13-21","","2021/07/19","天童市"
"〇","","CLOVER","クローバー","9900043","山形市本町1-4-31","2F","2021/06/17","山形市"
"〇","","クヴェーラ","クヴェーラ","9920044","米沢市春日1-4-30","","2021/09/27","米沢市"
"〇","","グランドエル・サン","グランドエルサン","9970801","鶴岡市東原町17-7","","2021/09/02","鶴岡市"
"〇","","GRAVITY","グラヴィティー","9992211","南陽市赤湯501","小蝶ビル2F","2021/09/21","南陽市"
"〇","","グリーンウッドコーヒー","グリーンウッドコーヒー","9950204","村山市稲下21-5","","2021/09/28","村山市"
"〇","","グリーングラス","グリーングラス","9900039","山形市香澄町1-7-1","","2021/09/16","山形市"
"〇","","グリーンローズ","グリーンローズ","9920045","米沢市中央1-3-4","リッチビル1Ｆ","2021/10/12","米沢市"
"〇","","グリーンローズ（団体用）","グリーンローズ　ダンタイヨウ","9920045","米沢市中央1-3-4　","リッチビル１Ｆ","2021/10/12","米沢市"
"〇","","グルメ回転寿司　函太郎　鶴岡店","グルメカイテンズシ　カンタロウ　ツルオカテン","9970857","鶴岡市美咲町27-35","","2021/09/24","鶴岡市"
"〇","","グルメ小僧　万吉　2F","グルメコゾウ　マンキチ　ニカイ","9920045","米沢市中央4-2-6","","2021/09/22","米沢市"
"〇","","GRACE","グレイス","9900042","山形市七日町2-2-9","鈴木ビル1F南側","2021/06/28","山形市"
"〇","","Goose cafe","グース　カフェ","9994212","尾花沢市二藤袋1401-6","徳良湖オートキャンプ場管理棟内","2021/07/06","尾花沢市"
"〇","","景四季彩々紅ほたる","ケシキイロイロベニホタル","9900321","山辺町根際2199-3","","2021/10/04","山辺町"
"〇","","県警察地下食堂","ケンケイサツチカショクドウ","9900023","山形市松波2-8-1","","2021/09/30","山形市"
"〇","","県庁食堂（１階食堂）","ケンチョウショクドウ（イッカイショクドウ）","9900023","山形市松波2-8-1","","2021/09/30","山形市"
"〇","","県庁食堂（議会サロン）","ケンチョウショクドウ（ギカイサロン）","9900023","山形市松波2-8-1","","2021/09/30","山形市"
"〇","","県庁食堂（レストラン16）","ケンチョウショクドウ（レストランジュウロク）","9900023","山形市松波2-8-1","","2021/09/30","山形市"
"〇","","県民ゴルフ場　レストラン","ケンミンゴルフジョウ　レストラン","9994605","舟形町長沢8067","","2021/08/31","舟形町"
"〇","","ケーキハウスチュチュ","ケーキハウスチュチュ","9902464","山形市高堂1-8-1","","2021/10/13","山形市"
"〇","","K.T","ケーティー","9960023","新庄市沖の町5-11","","2021/08/18","新庄市"
"〇","","迎賓館","ゲイヒンカン","9910801","大江町左沢2135-1","","2021/09/10","大江町"
"〇","","Guest room Rira","ゲストルーム　リラ","9993764","東根市神町東3-8-27","ロータスタウンA号","2021/10/14","東根市"
"","〇","源泉湯宿　蔵王プラザホテル","ゲンセンユヤド　ザオウプラザホテル","9902301","山形市蔵王温泉2","","2021/06/28","山形市"
"〇","","香月","コウゲツ","9990602","飯豊町萩生4400-5","","2021/09/06","飯豊町"
"〇","","香頭食堂","コウジショクドウ","9997464","鶴岡市由良楮114-1","","2021/06/15","鶴岡市"
"〇","","幸来軒","コウライケン","9920117","米沢市大字川井2349-2","","2021/08/30","米沢市"
"","〇","国民宿舎 竜山荘","コクミンシュクシャ　リュウザンソウ","9902301","山形市蔵王温泉938-4","","2021/07/21","山形市"
"〇","","CoCo","ココ","9900039","山形市香澄町1-13-16","YTビルパーレル2F","2021/06/22","山形市"
"〇","","ココス酒田店","ココスサカタテン","9980018","酒田市泉町212","","2021/09/01","酒田市"
"〇","","ココス寒河江店","ココスサガエテン","9910013","寒河江市寒河江高田128-1","","2021/09/13","寒河江市"
"〇","","ココス新庄店","ココスシンジョウテン","9960002","新庄市金沢2007-1","","2021/09/03","新庄市"
"〇","","ココス鶴岡店","ココスツルオカテン","9970838","鶴岡市淀川町25－10","","2021/09/01","鶴岡市"
"〇","","ココス天童店","ココステンドウテン","9940015","天童市泉町1-12-7","","2021/09/13","天童市"
"〇","","ココス長井店","ココスナガイテン","9930084","長井市栄町12-23","","2021/05/26","長井市"
"〇","","ココス村山店","ココスムラヤマテン","9950025","村山市楯岡8111-5","","2021/06/14","村山市"
"〇","","ココス山形白山店","ココスヤマガタハクサンテン","9902446","山形市白山1-9-6","","2021/07/26","山形市"
"〇","","ココス山形馬見ヶ崎店","ココスヤマガタマミガサキテン","9900810","山形市馬見ヶ崎1-22-30","","2021/07/15","山形市"
"〇","","ココス山形三川店","ココスヤマガタミカワテン","9971316","三川町大字猪子字大堰端352-1","","2021/09/01","三川町"
"〇","","ココス山形南原店","ココスヤマガタミナミハラテン","9902413","山形市南原町1-27-35","","2021/07/07","山形市"
"〇","","ココス米沢店","ココスヨネザワテン","9920012","米沢市金池3-2-8","","2021/06/22","米沢市"
"〇","","COCO夢や　ヨークベニマル落合店","ココユメヤ　ヨークベニマルオチアイテン","9900075","山形市落合町字二口189","","2021/06/29","山形市"
"","〇","こころの宿　一龍","ココロノヤド　イチリョウ","9910031","寒河江市本町1-2-27","","2021/10/11","寒河江市"
"〇","","こごみ","コゴミ","9910042","寒河江市大字高屋字北江58-7","","2021/08/30","寒河江市"
"〇","","個室ダイニングカラオケ　THE ROOMS","コシツダイニング　カラオケ　ザ　ルームス","9960023","新庄市沖の町1-15","","2021/09/03","新庄市"
"〇","","個室ダイニング　カラオケ　バル","コシツダイニング　カラオケ　バル","9900039","山形市香澄町1-8-1 ","前田ビル地下1F","2021/09/09","山形市"
"","〇","古勢起屋　別館","コセキヤ　ベッカン","9994333","尾花沢市大字銀山新畑417","","2021/09/24","尾花沢市"
"〇","","小太郎","コタロウ","9900042","山形市七日町2-1-14-6","屋台村","2021/07/28","山形市"
"〇","","こちょうらん","コチョウラン","9993141","上山市新湯2-19","ソシアルビル1F","2021/10/07","上山市"
"〇","","コットン","コットン","9900039","山形市香澄町1-10-1","ホテルクラウンヒルズ山形1F","2021/07/20","山形市"
"〇","","コッペdeサンド","コッペデサンド","9902483","山形市上町1-10-5","","2021/08/11","山形市"
"〇","","寿屋本店","コトブキヤホンテン","9900055","山形市相生町6-25","","2021/10/20","山形市"
"〇","","KOHARA亭","コハラテイ","9950038","村山市駅西3-20","","2021/08/03","村山市"
"〇","","古原屋","コハラヤ","9950111","村山市大久保甲755-4","","2021/07/16","村山市"
"","〇","湖畔の宿　五色亭","コハンノヤド　ゴシキテイ","9900734","西川町大字志津120-1","","2021/07/12","西川町"
"","〇","小林温泉","コバヤシオンセン","9996735","酒田市小林字杉沢117","","2021/05/08","酒田市"
"〇","","小牧千食堂","コマチショクドウ","9920042","米沢市塩井町塩野2292-1","","2021/07/12","米沢市"
"〇","","古民家カフェ　藤の家","コミンカカフェ　フジノヤ","9997601","鶴岡市藤島字古楯跡28","","2021/07/09","鶴岡市"
"〇","","コメダ珈琲店　鶴岡南店","コメダコーヒーテン　ツルオカミナミテン","9970862","鶴岡市ほなみ町9-37","","2021/05/19","鶴岡市"
"〇","","コメダ珈琲店　山形嶋南店","コメダコーヒーテン　ヤマガタシマミナミテン","9900886","山形市嶋南2-13-26","","2021/10/04","山形市"
"〇","","コメダ珈琲店　山形南館店","コメダコーヒーテン　ヤマガタミナミダテテン","9902465","山形市南館西1-1","","2021/10/04","山形市"
"〇","","コメダ珈琲店　米沢徳町店","コメダコーヒーテン　ヨネザワトクマチテン","9920047","米沢市徳町2-69-1","","2021/10/04","米沢市"
"〇","","米の粉の滝ドライブイン　食堂・立ち食いそば・ラーメンコーナー","コメノコノタキドライブイン　ショクドウ・タチグイソバ・ラーメンコーナー","9970405","鶴岡市上名川字東山11-1","","2021/06/28","鶴岡市"
"〇","","COLLABO CAFE ARB ","コラボカフェアーブ","9920039","米沢市門東町3-3-1","ホテルモントビュー米沢　1F","2021/08/06","米沢市"
"〇","","コリアナ","コリアナ","9993142","上山市沢丁3-1","","2021/09/28","上山市"
"〇","","小料理　会田","コリョウリ　アイタ","9900057","山形市宮町4-4-37","","2021/06/02","山形市"
"〇","","小料理　㐂代","コリョウリ　キヨ","9960031","新庄市末広町13-4","","2021/10/12","新庄市"
"〇","","小料理　花藤","コリョウリ　ハナフジ","9920012","米沢市金池5-6-29","","2021/06/15","米沢市"
"〇","","小料理　花みずき","コリョウリ　ハナミズキ","9920351","高畠町大字高畠1035","","2021/09/15","高畠町"
"〇","","コルシェント（coruscent）","コルシェント","9902435","山形市青田2-4-17","","2021/07/01","山形市"
"〇","","こわさび","コワサビ","9960025","新庄市若葉町7-31","","2021/06/16","新庄市"
"〇","","KOMFORTA","コンフォルタ","9920038","米沢市城南3-3-24","","2021/08/24","米沢市"
"","〇","コンフォートホテル天童","コンフォートホテルテンドウ","9940034","天童市本町1-2-7","","2021/08/20","天童市"
